linesolver
iteration 1: energy = 7195445.031282 = 7195445.031284, xb = 257756.662988, voltage energy = 664405.215791, gap = 7344336.9210983561351895
iteration 2: energy = 685342.352831 = 685342.352833, xb = 270928.818422, voltage energy = 431502.137473, gap = 574986.8534626073669642
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602691, gap = 44777.6777854941319674
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.4508917735656723
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.6245689518400468
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.5123316800454631
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.4353346601128578
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.0297316688811406
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.0018399422988296
linesolver
iteration 1: energy = 7195445.031282 = 7195445.031284, xb = 257756.662988, voltage energy = 664405.215791, gap = 7344336.9210983561351895
iteration 2: energy = 685342.352831 = 685342.352833, xb = 270928.818422, voltage energy = 431502.137473, gap = 574986.8534626073669642
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602691, gap = 44777.6777854941319674
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.4508917735656723
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.6245689518400468
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.5123316800454631
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.4353346601128578
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.0297316688811406
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.0018399422988296
linesolver
iteration 1: energy = 7195445.031282 = 7195445.031284, xb = 257756.662988, voltage energy = 664405.215791, gap = 7344336.9210983561351895
iteration 2: energy = 685342.352831 = 685342.352833, xb = 270928.818422, voltage energy = 431502.137473, gap = 574986.8534626073669642
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602691, gap = 44777.6777854941319674
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.4508917735656723
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.6245689518400468
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.5123316800454631
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.4353346601128578
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.0297316688811406
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.0018399422988296
linesolver
iteration 1: energy = 7195445.031282 = 7195445.031284, xb = 257756.662988, voltage energy = 664405.215791, gap = 7344336.9210983561351895
iteration 2: energy = 685342.352831 = 685342.352833, xb = 270928.818422, voltage energy = 431502.137473, gap = 574986.8534626073669642
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602691, gap = 44777.6777854941319674
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.4508917735656723
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.6245689518400468
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.5123316800454631
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.4353346601128578
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.0297316688811406
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.0018399422988296
linesolver
iteration 1: energy = 7195445.031282 = 7195445.031284, xb = 257756.662988, voltage energy = 664405.215791, gap = 7344336.9210983561351895
iteration 2: energy = 685342.352831 = 685342.352833, xb = 270928.818422, voltage energy = 431502.137473, gap = 574986.8534626073669642
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602691, gap = 44777.6777854941319674
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.4508917735656723
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.6245689518400468
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.5123316800454631
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.4353346601128578
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.0297316688811406
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.0018399422988296
linesolver
iteration 1: energy = 7195445.031282 = 7195445.031284, xb = 257756.662988, voltage energy = 664405.215791, gap = 7344336.9210983561351895
iteration 2: energy = 685342.352831 = 685342.352833, xb = 270928.818422, voltage energy = 431502.137473, gap = 574986.8534626073669642
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602691, gap = 44777.6777854941319674
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.4508917735656723
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.6245689518400468
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.5123316800454631
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.4353346601128578
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.0297316688811406
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.0018399422988296
linesolver
iteration 1: energy = 7195445.031282 = 7195445.031284, xb = 257756.662988, voltage energy = 664405.215791, gap = 7344336.9210983561351895
iteration 2: energy = 685342.352831 = 685342.352833, xb = 270928.818422, voltage energy = 431502.137473, gap = 574986.8534626073669642
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602691, gap = 44777.6777854941319674
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.4508917735656723
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.6245689518400468
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.5123316800454631
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.4353346601128578
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.0297316688811406
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.0018399422988296
linesolver
iteration 1: energy = 7195445.031282 = 7195445.031284, xb = 257756.662988, voltage energy = 664405.215791, gap = 7344336.9210983561351895
iteration 2: energy = 685342.352831 = 685342.352833, xb = 270928.818422, voltage energy = 431502.137473, gap = 574986.8534626073669642
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602691, gap = 44777.6777854941319674
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.4508917735656723
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.6245689518400468
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.5123316800454631
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.4353346601128578
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.0297316688811406
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.0018399422988296
linesolver
iteration 1: energy = 7195445.031282 = 7195445.031284, xb = 257756.662988, voltage energy = 664405.215791, gap = 7344336.9210983561351895
iteration 2: energy = 685342.352831 = 685342.352833, xb = 270928.818422, voltage energy = 431502.137473, gap = 574986.8534626073669642
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602691, gap = 44777.6777854941319674
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.4508917735656723
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.6245689518400468
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.5123316800454631
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.4353346601128578
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.0297316688811406
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.0018399422988296
linesolver
iteration 1: energy = 7195445.031282 = 7195445.031284, xb = 257756.662988, voltage energy = 664405.215791, gap = 7344336.9210983561351895
iteration 2: energy = 685342.352831 = 685342.352833, xb = 270928.818422, voltage energy = 431502.137473, gap = 574986.8534626073669642
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602691, gap = 44777.6777854941319674
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.4508917735656723
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.6245689518400468
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.5123316800454631
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.4353346601128578
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.0297316688811406
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.0018399422988296
treesolver
iteration 1: energy = 7195445.031283 = 7195445.031285, xb = 257756.663005, voltage energy = 664405.215061, gap = 7344336.920336
iteration 2: energy = 685342.352831 = 685342.352834, xb = 270928.818423, voltage energy = 431502.137447, gap = 574986.853435
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602690, gap = 44777.677785
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.450892
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.624569
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.512332
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.435335
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.029732
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.001840
treesolver
iteration 1: energy = 7195445.031283 = 7195445.031285, xb = 257756.663005, voltage energy = 664405.215061, gap = 7344336.920336
iteration 2: energy = 685342.352831 = 685342.352834, xb = 270928.818423, voltage energy = 431502.137447, gap = 574986.853435
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602690, gap = 44777.677785
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.450892
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.624569
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.512332
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.435335
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.029732
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.001840
treesolver
iteration 1: energy = 7195445.031283 = 7195445.031285, xb = 257756.663005, voltage energy = 664405.215061, gap = 7344336.920336
iteration 2: energy = 685342.352831 = 685342.352834, xb = 270928.818423, voltage energy = 431502.137447, gap = 574986.853435
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602690, gap = 44777.677785
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.450892
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.624569
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.512332
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.435335
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.029732
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.001840
treesolver
iteration 1: energy = 7195445.031283 = 7195445.031285, xb = 257756.663005, voltage energy = 664405.215061, gap = 7344336.920336
iteration 2: energy = 685342.352831 = 685342.352834, xb = 270928.818423, voltage energy = 431502.137447, gap = 574986.853435
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602690, gap = 44777.677785
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.450892
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.624569
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.512332
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.435335
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.029732
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.001840
treesolver
iteration 1: energy = 7195445.031283 = 7195445.031285, xb = 257756.663005, voltage energy = 664405.215061, gap = 7344336.920336
iteration 2: energy = 685342.352831 = 685342.352834, xb = 270928.818423, voltage energy = 431502.137447, gap = 574986.853435
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602690, gap = 44777.677785
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.450892
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.624569
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.512332
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.435335
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.029732
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.001840
treesolver
iteration 1: energy = 7195445.031283 = 7195445.031285, xb = 257756.663005, voltage energy = 664405.215061, gap = 7344336.920336
iteration 2: energy = 685342.352831 = 685342.352834, xb = 270928.818423, voltage energy = 431502.137447, gap = 574986.853435
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602690, gap = 44777.677785
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.450892
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.624569
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.512332
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.435335
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.029732
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.001840
treesolver
iteration 1: energy = 7195445.031283 = 7195445.031285, xb = 257756.663005, voltage energy = 664405.215061, gap = 7344336.920336
iteration 2: energy = 685342.352831 = 685342.352834, xb = 270928.818423, voltage energy = 431502.137447, gap = 574986.853435
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602690, gap = 44777.677785
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.450892
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.624569
iteration 6: energy = 277307.922827 = 277307.922829, xb = 277291.474961, voltage energy = 277281.539424, gap = 6.512332
iteration 7: energy = 277302.070679 = 277302.070681, xb = 277302.368000, voltage energy = 277303.100653, gap = 0.435335
iteration 8: energy = 277301.700488 = 277301.700490, xb = 277300.622792, voltage energy = 277299.574826, gap = 0.029732
iteration 9: energy = 277301.677618 = 277301.677617, xb = 277301.635425, voltage energy = 277301.595074, gap = 0.001840
treesolver
iteration 1: energy = 7195445.031283 = 7195445.031285, xb = 257756.663005, voltage energy = 664405.215061, gap = 7344336.920336
iteration 2: energy = 685342.352831 = 685342.352834, xb = 270928.818423, voltage energy = 431502.137447, gap = 574986.853435
iteration 3: energy = 302325.455843 = 302325.455845, xb = 283419.190376, voltage energy = 309290.602690, gap = 44777.677785
iteration 4: energy = 278713.844313 = 278713.844315, xb = 277601.750063, voltage energy = 278072.106702, gap = 1582.450892
iteration 5: energy = 277390.775481 = 277390.775483, xb = 277284.269831, voltage energy = 277274.388747, gap = 96.624569
